"","RouteID","StartDestName","EndDestName","CarJourneys","","","StartDestID","EndDestID","CarTarvellers","BusJourneys","BusTarvellers","FootJourneys","FootTarvellers","BoatJourneys","BoatTarvellers","CycleJourneys","CycleTarvellers","TrainJourneys","TrainTarvellers","MotorbikeJourneys","MotorbikeTravellers","TotalJourneys","TotalTravellers"
"511","B33417-33617","Underbarrow","York",1,0.000685400959561343,0.865661411925984,33417,33617,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"512","B33418-33431","Ings","Windermere",1,0.000685400959561343,0.866346812885546,33418,33431,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"513","B33419-33460","Staveley","Kentmere",1,0.000685400959561343,0.867032213845107,33419,33460,1,0,0,0,0,0,0,2,2,0,0,0,0,3,3
"514","B33419-33475","Staveley","Preston",1,0.000685400959561343,0.867717614804668,33419,33475,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"515","B33419-33476","Staveley","Endmoor",1,0.000685400959561343,0.86840301576423,33419,33476,3,0,0,0,0,0,0,0,0,0,0,0,0,2,6
"516","B33419-33492","Staveley","Alnmouth",1,0.000685400959561343,0.869088416723791,33419,33492,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"517","B33419-33540","Staveley","Kirkstone Pass",1,0.000685400959561343,0.869773817683353,33419,33540,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"518","B33419-33551","Staveley","Ingleton",1,0.000685400959561343,0.870459218642914,33419,33551,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"519","B33420-33430","Morecambe","Bowness",1,0.000685400959561343,0.871144619602475,33420,33430,1,1,40,0,0,0,0,0,0,0,0,0,0,2,41
"520","B33421-33431","Carnforth","Windermere",1,0.000685400959561343,0.871830020562037,33421,33431,4,1,1,0,0,0,0,0,0,0,0,0,0,2,5
"521","B33421-33441","Carnforth","Lakeside",1,0.000685400959561343,0.872515421521598,33421,33441,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"522","B33421-33507","Carnforth","Hawkshead",1,0.000685400959561343,0.873200822481159,33421,33507,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"523","B33424-33430","Fell Foot","Bowness",1,0.000685400959561343,0.873886223440721,33424,33430,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"524","B33424-33510","Fell Foot","Ambleside",1,0.000685400959561343,0.874571624400282,33424,33510,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"525","B33424-33627","Fell Foot","Stockport",1,0.000685400959561343,0.875257025359844,33424,33627,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"526","B33425-33475","Gummer's How, Newby Bridge","Preston",1,0.000685400959561343,0.875942426319405,33425,33475,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"527","B33425-33507","Gummer's How, Newby Bridge","Hawkshead",1,0.000685400959561343,0.876627827278966,33425,33507,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"528","B33426-33430","Blackwell House, Bowness","Bowness",1,0.000685400959561343,0.877313228238528,33426,33430,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"529","B33429-33430","Roper Ford, Winster","Bowness",1,0.000685400959561343,0.877998629198089,33429,33430,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"530","B33429-33510","Roper Ford, Winster","Ambleside",1,0.000685400959561343,0.878684030157651,33429,33510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"531","B33430-33438","Bowness","Howtown, Pooley Bridge",1,0.000685400959561343,0.879369431117212,33430,33438,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"532","B33430-33440","Bowness","Haweswater",1,0.000685400959561343,0.880054832076773,33430,33440,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"533","B33430-33444","Bowness","Graythwaite",1,0.000685400959561343,0.880740233036335,33430,33444,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"534","B33430-33445","Bowness","Far Sawrey",1,0.000685400959561343,0.881425633995896,33430,33445,1,0,0,2,6,5,15,1,2,0,0,0,0,6,17
"535","B33430-33446","Bowness","Near Sawrey",1,0.000685400959561343,0.882111034955457,33430,33446,3,1,2,1,1,2,3,1,2,0,0,0,0,4,8
"536","B33430-33455","Bowness","Levens",1,0.000685400959561343,0.882796435915019,33430,33455,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"537","B33430-33462","Bowness","Limefitt, Windermere",1,0.000685400959561343,0.88348183687458,33430,33462,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"538","B33430-33467","Bowness","Wray Castle",1,0.000685400959561343,0.884167237834142,33430,33467,2,0,0,2,9,2,4,0,0,0,0,0,0,4,13
"539","B33430-33479","Bowness","Penrith",1,0.000685400959561343,0.884852638793703,33430,33479,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"540","B33430-33494","Bowness","Accrington",1,0.000685400959561343,0.885538039753264,33430,33494,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"541","B33430-33503","Bowness","Lowther Caravan Park, Lowther",1,0.000685400959561343,0.886223440712826,33430,33503,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"542","B33430-33521","Bowness","Macclesfield",1,0.000685400959561343,0.886908841672387,33430,33521,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"543","B33430-33528","Bowness","Radcliffe",1,0.000685400959561343,0.887594242631948,33430,33528,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"544","B33430-33532","Bowness","Salford",1,0.000685400959561343,0.88827964359151,33430,33532,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"545","B33430-33535","Bowness","Scottish Borders",1,0.000685400959561343,0.888965044551071,33430,33535,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"546","B33430-33542","Bowness","Blackwell, Carlisle",1,0.000685400959561343,0.889650445510633,33430,33542,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"547","B33430-33547","Bowness","Warrington",1,0.000685400959561343,0.890335846470194,33430,33547,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"548","B33430-33550","Bowness","Cltheroe",1,0.000685400959561343,0.891021247429755,33430,33550,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"549","B33430-33551","Bowness","Ingleton",1,0.000685400959561343,0.891706648389317,33430,33551,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"550","B33430-33552","Bowness","Braithwaite",1,0.000685400959561343,0.892392049348878,33430,33552,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"551","B33430-33556","Bowness","Wigton",1,0.000685400959561343,0.893077450308439,33430,33556,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"552","B33430-33570","Bowness","Cockermouth",1,0.000685400959561343,0.893762851268001,33430,33570,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"553","B33430-33591","Bowness","Bradford",1,0.000685400959561343,0.894448252227562,33430,33591,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"554","B33430-33605","Bowness","Coventry",1,0.000685400959561343,0.895133653187124,33430,33605,12,0,0,0,0,0,0,0,0,0,0,0,0,2,24
"555","B33430-33623","Bowness","Kirkby Lonsdale",1,0.000685400959561343,0.895819054146685,33430,33623,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"556","B33430-33629","Bowness","Acorn Bank, Temple Sowerby",1,0.000685400959561343,0.896504455106246,33430,33629,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2
"557","B33431-33438","Windermere","Howtown, Pooley Bridge",1,0.000685400959561343,0.897189856065808,33431,33438,2,0,0,0,0,1,2,0,0,0,0,0,0,1,2
"558","B33431-33446","Windermere","Near Sawrey",1,0.000685400959561343,0.897875257025369,33431,33446,2,0,0,1,6,3,10,0,0,0,0,0,0,4,12
"559","B33431-33453","Windermere","Ullswater",1,0.000685400959561343,0.89856065798493,33431,33453,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"560","B33431-33465","Windermere","Cark",1,0.000685400959561343,0.899246058944492,33431,33465,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"561","B33431-33468","Windermere","Youth Hostel, Hawkshead",1,0.000685400959561343,0.899931459904053,33431,33468,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
"562","B33431-33471","Windermere","Low Wood, Windermere",1,0.000685400959561343,0.900616860863615,33431,33471,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"563","B33431-33475","Windermere","Preston",1,0.000685400959561343,0.901302261823176,33431,33475,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4
"564","B33431-33480","Windermere","Crook, Durham",1,0.000685400959561343,0.901987662782737,33431,33480,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"565","B33431-33500","Windermere","Nottingham",1,0.000685400959561343,0.902673063742299,33431,33500,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"566","B33431-33502","Windermere","Oxenholme Railway Station, Oxenholme",1,0.000685400959561343,0.90335846470186,33431,33502,2,0,0,0,0,0,0,0,0,7,11,0,0,8,13
"567","B33431-33505","Windermere","Middlesbrough",1,0.000685400959561343,0.904043865661421,33431,33505,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"568","B33431-33515","Windermere","Stoke on Trent",1,0.000685400959561343,0.904729266620983,33431,33515,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"569","B33431-33518","Windermere","Ashbourne",1,0.000685400959561343,0.905414667580544,33431,33518,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"570","B33431-33522","Windermere","Cheshire",1,0.000685400959561343,0.906100068540106,33431,33522,5,0,0,0,0,0,0,0,0,1,2,0,0,2,7
"571","B33431-33529","Windermere","Rydal",1,0.000685400959561343,0.906785469499667,33431,33529,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"572","B33431-33536","Windermere","Glenridding",1,0.000685400959561343,0.907470870459228,33431,33536,2,1,1,0,0,0,0,0,0,0,0,0,0,3,4
"573","B33431-33544","Windermere","Brother's Water, Patterdale",1,0.000685400959561343,0.90815627141879,33431,33544,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"574","B33431-33550","Windermere","Cltheroe",1,0.000685400959561343,0.908841672378351,33431,33550,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"575","B33431-33570","Windermere","Cockermouth",1,0.000685400959561343,0.909527073337912,33431,33570,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"576","B33431-33592","Windermere","Leeds",1,0.000685400959561343,0.910212474297474,33431,33592,80,0,0,0,0,0,0,0,0,0,0,0,0,1,80
"577","B33431-33599","Windermere","Oxenhope",1,0.000685400959561343,0.910897875257035,33431,33599,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"578","B33431-33600","Windermere","Darlington",1,0.000685400959561343,0.911583276216597,33431,33600,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"579","B33431-33627","Windermere","Stockport",1,0.000685400959561343,0.912268677176158,33431,33627,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"580","B33433-33446","White Moss","Near Sawrey",1,0.000685400959561343,0.912954078135719,33433,33446,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"581","B33434-33470","Kendal","Waterhead",1,0.000685400959561343,0.913639479095281,33434,33470,2,1,1,0,0,0,0,0,0,0,0,0,0,2,3
"582","B33434-33487","Kendal","Newcastle",1,0.000685400959561343,0.914324880054842,33434,33487,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"583","B33434-33493","Kendal","Bath",1,0.000685400959561343,0.915010281014404,33434,33493,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"584","B33434-33512","Kendal","Birmingham",1,0.000685400959561343,0.915695681973965,33434,33512,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"585","B33434-33577","Kendal","Burnley",1,0.000685400959561343,0.916381082933526,33434,33577,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"586","B33434-33578","Kendal","Buxton",1,0.000685400959561343,0.917066483893088,33434,33578,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"587","B33434-33608","Kendal","Kirkby Stephen",1,0.000685400959561343,0.917751884852649,33434,33608,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"588","B33434-33611","Kendal","London",1,0.000685400959561343,0.91843728581221,33434,33611,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"589","B33434-33613","Kendal","Digs",1,0.000685400959561343,0.919122686771772,33434,33613,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"590","B33434-33640","Kendal","Brockhole",1,0.000685400959561343,0.919808087731333,33434,33640,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"591","B33437-33529","Crook","Rydal",1,0.000685400959561343,0.920493488690895,33437,33529,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"592","B33438-33470","Howtown, Pooley Bridge","Waterhead",1,0.000685400959561343,0.921178889650456,33438,33470,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"593","B33438-33620","Howtown, Pooley Bridge","Maryport",1,0.000685400959561343,0.921864290610017,33438,33620,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"594","B33439-33510","Silverdale Railway Station, Silverdale","Ambleside",1,0.000685400959561343,0.922549691569579,33439,33510,3,0,0,1,3,0,0,0,0,0,0,0,0,1,3
"595","B33440-33453","Haweswater","Ullswater",1,0.000685400959561343,0.92323509252914,33440,33453,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"596","B33440-33500","Haweswater","Nottingham",1,0.000685400959561343,0.923920493488701,33440,33500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"597","B33441-33470","Lakeside","Waterhead",1,0.000685400959561343,0.924605894448263,33441,33470,2,0,0,0,0,4,8,0,0,0,0,0,0,5,10
"598","B33441-33504","Lakeside","Tebay",1,0.000685400959561343,0.925291295407824,33441,33504,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"599","B33441-33547","Lakeside","Warrington",1,0.000685400959561343,0.925976696367386,33441,33547,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"600","B33441-33583","Lakeside","Poulton",1,0.000685400959561343,0.926662097326947,33441,33583,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"601","B33441-33640","Lakeside","Brockhole",1,0.000685400959561343,0.927347498286508,33441,33640,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"602","B33444-33592","Graythwaite","Leeds",1,0.000685400959561343,0.92803289924607,33444,33592,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"603","B33445-33510","Far Sawrey","Ambleside",1,0.000685400959561343,0.928718300205631,33445,33510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"604","B33445-33552","Far Sawrey","Braithwaite",1,0.000685400959561343,0.929403701165192,33445,33552,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"605","B33446-33470","Near Sawrey","Waterhead",1,0.000685400959561343,0.930089102124754,33446,33470,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"606","B33446-33541","Near Sawrey","Troutbeck Pub, Troutbeck",1,0.000685400959561343,0.930774503084315,33446,33541,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"607","B33448-33598","Stainton","Newbiggin, Dacre, Dacre",1,0.000685400959561343,0.931459904043877,33448,33598,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"608","B33449-33570","Malvern","Cockermouth",1,0.000685400959561343,0.932145305003438,33449,33570,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"609","B33452-33510","Kendal Railway Station, Kendal","Ambleside",1,0.000685400959561343,0.932830705962999,33452,33510,4,0,0,0,0,0,0,0,0,1,4,0,0,1,4
"610","B33453-33529","Ullswater","Rydal",1,0.000685400959561343,0.933516106922561,33453,33529,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"611","B33453-33536","Ullswater","Glenridding",1,0.000685400959561343,0.934201507882122,33453,33536,5,0,0,1,5,1,5,0,0,0,0,0,0,1,5
"612","B33453-33555","Ullswater","Hawes End, Stair",1,0.000685400959561343,0.934886908841683,33453,33555,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"613","B33460-33570","Kentmere","Cockermouth",1,0.000685400959561343,0.935572309801245,33460,33570,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"614","B33463-33629","Hutton in the Forest, Unthank","Acorn Bank, Temple Sowerby",1,0.000685400959561343,0.936257710760806,33463,33629,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2
"615","B33464-33529","Bowland","Rydal",1,0.000685400959561343,0.936943111720368,33464,33529,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2
"616","B33465-33529","Cark","Rydal",1,0.000685400959561343,0.937628512679929,33465,33529,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"617","B33466-33507","High Wray","Hawkshead",1,0.000685400959561343,0.93831391363949,33466,33507,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"618","B33467-33470","Wray Castle","Waterhead",1,0.000685400959561343,0.938999314599052,33467,33470,2,0,0,0,0,1,2,0,0,0,0,0,0,2,4
"619","B33467-33488","Wray Castle","Derby",1,0.000685400959561343,0.939684715558613,33467,33488,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"620","B33467-33507","Wray Castle","Hawkshead",1,0.000685400959561343,0.940370116518174,33467,33507,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"621","B33470-33509","Waterhead","Fairfield, Wythburn",1,0.000685400959561343,0.941055517477736,33470,33509,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"622","B33470-33529","Waterhead","Rydal",1,0.000685400959561343,0.941740918437297,33470,33529,2,0,0,2,4,0,0,0,0,0,0,0,0,3,6
"623","B33470-33541","Waterhead","Troutbeck Pub, Troutbeck",1,0.000685400959561343,0.942426319396859,33470,33541,4,0,0,1,4,0,0,0,0,0,0,0,0,1,4
"624","B33470-33554","Waterhead","Catbells, Manesty",1,0.000685400959561343,0.94311172035642,33470,33554,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"625","B33470-33570","Waterhead","Cockermouth",1,0.000685400959561343,0.943797121315981,33470,33570,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"626","B33470-33575","Waterhead","Scotland",1,0.000685400959561343,0.944482522275543,33470,33575,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"627","B33470-33640","Waterhead","Brockhole",1,0.000685400959561343,0.945167923235104,33470,33640,2,0,0,0,0,3,6,0,0,0,0,0,0,4,8
"628","B33471-33507","Low Wood, Windermere","Hawkshead",1,0.000685400959561343,0.945853324194666,33471,33507,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"629","B33471-33540","Low Wood, Windermere","Kirkstone Pass",1,0.000685400959561343,0.946538725154227,33471,33540,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7
"630","B33471-33558","Low Wood, Windermere","Keswick",1,0.000685400959561343,0.947224126113788,33471,33558,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"631","B33471-33640","Low Wood, Windermere","Brockhole",1,0.000685400959561343,0.94790952707335,33471,33640,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"632","B33473-33510","Low Sizergh Barn, Sizergh","Ambleside",1,0.000685400959561343,0.948594928032911,33473,33510,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"633","B33473-33627","Low Sizergh Barn, Sizergh","Stockport",1,0.000685400959561343,0.949280328992472,33473,33627,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"634","B33475-33510","Preston","Ambleside",1,0.000685400959561343,0.949965729952034,33475,33510,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"635","B33475-33558","Preston","Keswick",1,0.000685400959561343,0.950651130911595,33475,33558,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"636","B33478-33635","Rheged","Yarm",1,0.000685400959561343,0.951336531871157,33478,33635,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"637","B33479-33523","Penrith","Marple Bridge",1,0.000685400959561343,0.952021932830718,33479,33523,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"638","B33479-33558","Penrith","Keswick",1,0.000685400959561343,0.952707333790279,33479,33558,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"639","B33479-33589","Penrith","Carlisle",1,0.000685400959561343,0.953392734749841,33479,33589,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"640","B33479-33629","Penrith","Acorn Bank, Temple Sowerby",1,0.000685400959561343,0.954078135709402,33479,33629,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"641","B33480-33510","Crook, Durham","Ambleside",1,0.000685400959561343,0.954763536668963,33480,33510,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"642","B33481-33598","Armathwaite","Newbiggin, Dacre, Dacre",1,0.000685400959561343,0.955448937628525,33481,33598,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"643","B33482-33558","Hawick","Keswick",1,0.000685400959561343,0.956134338588086,33482,33558,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"644","B33487-33510","Newcastle","Ambleside",1,0.000685400959561343,0.956819739547648,33487,33510,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"645","B33487-33558","Newcastle","Keswick",1,0.000685400959561343,0.957505140507209,33487,33558,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"646","B33489-33541","Sheffield","Troutbeck Pub, Troutbeck",1,0.000685400959561343,0.95819054146677,33489,33541,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"647","B33494-33640","Accrington","Brockhole",1,0.000685400959561343,0.958875942426332,33494,33640,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"648","B33495-33529","Hull","Rydal",1,0.000685400959561343,0.959561343385893,33495,33529,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"649","B33498-33558","Cullercoats","Keswick",1,0.000685400959561343,0.960246744345454,33498,33558,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"650","B33502-33510","Oxenholme Railway Station, Oxenholme","Ambleside",1,0.000685400959561343,0.960932145305016,33502,33510,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"651","B33504-33510","Tebay","Ambleside",1,0.000685400959561343,0.961617546264577,33504,33510,2,0,0,0,0,0,0,1,8,0,0,0,0,2,10
"652","B33504-33608","Tebay","Kirkby Stephen",1,0.000685400959561343,0.962302947224139,33504,33608,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"653","B33505-33510","Middlesbrough","Ambleside",1,0.000685400959561343,0.9629883481837,33505,33510,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"654","B33506-33507","Barngate","Hawkshead",1,0.000685400959561343,0.963673749143261,33506,33507,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"655","B33506-33541","Barngate","Troutbeck Pub, Troutbeck",1,0.000685400959561343,0.964359150102823,33506,33541,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"656","B33507-33529","Hawkshead","Rydal",1,0.000685400959561343,0.965044551062384,33507,33529,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"657","B33507-33606","Hawkshead","Abbeystead",1,0.000685400959561343,0.965729952021945,33507,33606,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4
"658","B33507-33609","Hawkshead","North Wales",1,0.000685400959561343,0.966415352981507,33507,33609,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"659","B33510-33516","Ambleside","Hartlepool",1,0.000685400959561343,0.967100753941068,33510,33516,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"660","B33510-33522","Ambleside","Cheshire",1,0.000685400959561343,0.96778615490063,33510,33522,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"661","B33510-33541","Ambleside","Troutbeck Pub, Troutbeck",1,0.000685400959561343,0.968471555860191,33510,33541,2,0,0,10,41,0,0,0,0,0,0,0,0,11,43
"662","B33510-33547","Ambleside","Warrington",1,0.000685400959561343,0.969156956819752,33510,33547,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"663","B33510-33551","Ambleside","Ingleton",1,0.000685400959561343,0.969842357779314,33510,33551,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2
"664","B33510-33572","Ambleside","Silloth",1,0.000685400959561343,0.970527758738875,33510,33572,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"665","B33510-33575","Ambleside","Scotland",1,0.000685400959561343,0.971213159698436,33510,33575,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2
"666","B33510-33582","Ambleside","Billingham",1,0.000685400959561343,0.971898560657998,33510,33582,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"667","B33510-33584","Ambleside","Oxford",1,0.000685400959561343,0.972583961617559,33510,33584,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"668","B33510-33592","Ambleside","Leeds",1,0.000685400959561343,0.973269362577121,33510,33592,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"669","B33510-33599","Ambleside","Oxenhope",1,0.000685400959561343,0.973954763536682,33510,33599,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"670","B33510-33612","Ambleside","Leamington Spa",1,0.000685400959561343,0.974640164496243,33510,33612,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"671","B33510-33615","Ambleside","East Marton, Skipton",1,0.000685400959561343,0.975325565455805,33510,33615,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"672","B33510-33617","Ambleside","York",1,0.000685400959561343,0.976010966415366,33510,33617,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"673","B33510-33624","Ambleside","Leicester",1,0.000685400959561343,0.976696367374927,33510,33624,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"674","B33517-33608","Whittington","Kirkby Stephen",1,0.000685400959561343,0.977381768334489,33517,33608,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"675","B33518-33558","Ashbourne","Keswick",1,0.000685400959561343,0.97806716929405,33518,33558,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"676","B33524-33588","Blackwell","Aira Force, Dockray",1,0.000685400959561343,0.978752570253612,33524,33588,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"677","B33525-33559","Dalton","Seathwaite",1,0.000685400959561343,0.979437971213173,33525,33559,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"678","B33527-33528","Bolton","Radcliffe",1,0.000685400959561343,0.980123372172734,33527,33528,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"679","B33529-33570","Rydal","Cockermouth",1,0.000685400959561343,0.980808773132296,33529,33570,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"680","B33529-33573","Rydal","Perth",1,0.000685400959561343,0.981494174091857,33529,33573,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"681","B33529-33588","Rydal","Aira Force, Dockray",1,0.000685400959561343,0.982179575051419,33529,33588,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"682","B33529-33589","Rydal","Carlisle",1,0.000685400959561343,0.98286497601098,33529,33589,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"683","B33529-33609","Rydal","North Wales",1,0.000685400959561343,0.983550376970541,33529,33609,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"684","B33529-33610","Rydal","Llandudno",1,0.000685400959561343,0.984235777930103,33529,33610,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"685","B33529-33621","Rydal","Morayshire",1,0.000685400959561343,0.984921178889664,33529,33621,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"686","B33537-33541","Patterdale","Troutbeck Pub, Troutbeck",1,0.000685400959561343,0.985606579849225,33537,33541,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
